INFO 12-06 23:31:42 [__init__.py:235] Automatically detected platform cuda.
<frozen importlib._bootstrap>:241: DeprecationWarning: builtin type SwigPyPacked has no __module__ attribute
<frozen importlib._bootstrap>:241: DeprecationWarning: builtin type SwigPyObject has no __module__ attribute
`torch_dtype` is deprecated! Use `dtype` instead!
INFO 12-06 23:31:53 [config.py:1604] Using max model len 32768
WARNING 12-06 23:31:53 [arg_utils.py:1690] --disable-async-output-proc is not supported by the V1 Engine. Falling back to V0. We recommend to remove --disable-async-output-proc from your config in favor of the V1 Engine.
INFO 12-06 23:31:54 [llm_engine.py:228] Initializing a V0 LLM engine (v0.10.0) with config: model='AI-MO/Kimina-Autoformalizer-7B', speculative_config=None, tokenizer='AI-MO/Kimina-Autoformalizer-7B', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config={}, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=32768, download_dir=None, load_format=LoadFormat.AUTO, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto,  device_config=cuda, decoding_config=DecodingConfig(backend='auto', disable_fallback=False, disable_any_whitespace=False, disable_additional_properties=False, reasoning_backend=''), observability_config=ObservabilityConfig(show_hidden_metrics_for_version=None, otlp_traces_endpoint=None, collect_detailed_traces=None), seed=0, served_model_name=AI-MO/Kimina-Autoformalizer-7B, num_scheduler_steps=1, multi_step_stream_outputs=True, enable_prefix_caching=True, chunked_prefill_enabled=False, use_async_output_proc=False, pooler_config=None, compilation_config={"level":0,"debug_dump_path":"","cache_dir":"","backend":"","custom_ops":[],"splitting_ops":[],"use_inductor":true,"compile_sizes":[],"inductor_compile_config":{"enable_auto_functionalized_v2":false},"inductor_passes":{},"use_cudagraph":true,"cudagraph_num_of_warmups":0,"cudagraph_capture_sizes":[256,248,240,232,224,216,208,200,192,184,176,168,160,152,144,136,128,120,112,104,96,88,80,72,64,56,48,40,32,24,16,8,4,2,1],"cudagraph_copy_inputs":false,"full_cuda_graph":false,"max_capture_size":256,"local_cache_dir":null}, use_cached_outputs=False, 
INFO 12-06 23:31:56 [cuda.py:398] Using Flash Attention backend.
INFO 12-06 23:31:56 [parallel_state.py:1102] rank 0 in world size 1 is assigned as DP rank 0, PP rank 0, TP rank 0, EP rank 0
INFO 12-06 23:31:56 [model_runner.py:1083] Starting to load model AI-MO/Kimina-Autoformalizer-7B...
INFO 12-06 23:31:57 [weight_utils.py:296] Using model weights format ['*.safetensors']
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:00<00:00,  8.10it/s]
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:00<00:00,  2.96it/s]
Loading safetensors checkpoint shards:  75% Completed | 3/4 [00:01<00:00,  2.23it/s]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:01<00:00,  1.97it/s]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:01<00:00,  2.24it/s]

INFO 12-06 23:31:59 [default_loader.py:262] Loading weights took 1.83 seconds
INFO 12-06 23:31:59 [model_runner.py:1115] Model loading took 14.2488 GiB and 2.393937 seconds
INFO 12-06 23:32:04 [worker.py:295] Memory profiling takes 4.02 seconds
INFO 12-06 23:32:04 [worker.py:295] the current vLLM instance can use total_gpu_memory (44.39GiB) x gpu_memory_utilization (0.90) = 39.95GiB
INFO 12-06 23:32:04 [worker.py:295] model weights take 14.25GiB; non_torch_memory takes 0.08GiB; PyTorch activation peak memory takes 4.35GiB; the rest of the memory reserved for KV Cache is 21.27GiB.
INFO 12-06 23:32:04 [executor_base.py:113] # cuda blocks: 24891, # CPU blocks: 4681
INFO 12-06 23:32:04 [executor_base.py:118] Maximum concurrency for 32768 tokens per request: 12.15x
INFO 12-06 23:32:06 [model_runner.py:1385] Capturing cudagraphs for decoding. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI. If out-of-memory error occurs during cudagraph capture, consider decreasing `gpu_memory_utilization` or switching to eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
Capturing CUDA graph shapes:   0%|                                                                                                                             | 0/35 [00:00<?, ?it/s]Capturing CUDA graph shapes:   3%|███▎                                                                                                                 | 1/35 [00:00<00:20,  1.70it/s]Capturing CUDA graph shapes:   6%|██████▋                                                                                                              | 2/35 [00:01<00:18,  1.75it/s]Capturing CUDA graph shapes:   9%|██████████                                                                                                           | 3/35 [00:01<00:18,  1.75it/s]Capturing CUDA graph shapes:  11%|█████████████▎                                                                                                       | 4/35 [00:02<00:17,  1.77it/s]Capturing CUDA graph shapes:  14%|████████████████▋                                                                                                    | 5/35 [00:02<00:17,  1.76it/s]Capturing CUDA graph shapes:  17%|████████████████████                                                                                                 | 6/35 [00:03<00:16,  1.76it/s]Capturing CUDA graph shapes:  20%|███████████████████████▍                                                                                             | 7/35 [00:03<00:15,  1.77it/s]Capturing CUDA graph shapes:  23%|██████████████████████████▋                                                                                          | 8/35 [00:04<00:15,  1.77it/s]Capturing CUDA graph shapes:  26%|██████████████████████████████                                                                                       | 9/35 [00:05<00:14,  1.77it/s]Capturing CUDA graph shapes:  29%|█████████████████████████████████▏                                                                                  | 10/35 [00:05<00:14,  1.77it/s]Capturing CUDA graph shapes:  31%|████████████████████████████████████▍                                                                               | 11/35 [00:06<00:13,  1.75it/s]Capturing CUDA graph shapes:  34%|███████████████████████████████████████▊                                                                            | 12/35 [00:06<00:13,  1.75it/s]Capturing CUDA graph shapes:  37%|███████████████████████████████████████████                                                                         | 13/35 [00:07<00:12,  1.77it/s]Capturing CUDA graph shapes:  40%|██████████████████████████████████████████████▍                                                                     | 14/35 [00:07<00:11,  1.78it/s]Capturing CUDA graph shapes:  43%|█████████████████████████████████████████████████▋                                                                  | 15/35 [00:08<00:11,  1.79it/s]Capturing CUDA graph shapes:  46%|█████████████████████████████████████████████████████                                                               | 16/35 [00:09<00:10,  1.78it/s]Capturing CUDA graph shapes:  49%|████████████████████████████████████████████████████████▎                                                           | 17/35 [00:09<00:10,  1.80it/s]Capturing CUDA graph shapes:  51%|███████████████████████████████████████████████████████████▋                                                        | 18/35 [00:10<00:09,  1.80it/s]Capturing CUDA graph shapes:  54%|██████████████████████████████████████████████████████████████▉                                                     | 19/35 [00:10<00:08,  1.80it/s]Capturing CUDA graph shapes:  57%|██████████████████████████████████████████████████████████████████▎                                                 | 20/35 [00:11<00:08,  1.80it/s]Capturing CUDA graph shapes:  60%|█████████████████████████████████████████████████████████████████████▌                                              | 21/35 [00:11<00:07,  1.79it/s]Capturing CUDA graph shapes:  63%|████████████████████████████████████████████████████████████████████████▉                                           | 22/35 [00:12<00:07,  1.79it/s]Capturing CUDA graph shapes:  66%|████████████████████████████████████████████████████████████████████████████▏                                       | 23/35 [00:12<00:06,  1.80it/s]Capturing CUDA graph shapes:  69%|███████████████████████████████████████████████████████████████████████████████▌                                    | 24/35 [00:13<00:06,  1.80it/s]Capturing CUDA graph shapes:  71%|██████████████████████████████████████████████████████████████████████████████████▊                                 | 25/35 [00:14<00:05,  1.81it/s]Capturing CUDA graph shapes:  74%|██████████████████████████████████████████████████████████████████████████████████████▏                             | 26/35 [00:14<00:04,  1.80it/s]Capturing CUDA graph shapes:  77%|█████████████████████████████████████████████████████████████████████████████████████████▍                          | 27/35 [00:15<00:04,  1.80it/s]Capturing CUDA graph shapes:  80%|████████████████████████████████████████████████████████████████████████████████████████████▊                       | 28/35 [00:15<00:03,  1.80it/s]Capturing CUDA graph shapes:  83%|████████████████████████████████████████████████████████████████████████████████████████████████                    | 29/35 [00:16<00:03,  1.80it/s]Capturing CUDA graph shapes:  86%|███████████████████████████████████████████████████████████████████████████████████████████████████▍                | 30/35 [00:16<00:02,  1.81it/s]Capturing CUDA graph shapes:  89%|██████████████████████████████████████████████████████████████████████████████████████████████████████▋             | 31/35 [00:17<00:02,  1.82it/s]Capturing CUDA graph shapes:  91%|██████████████████████████████████████████████████████████████████████████████████████████████████████████          | 32/35 [00:17<00:01,  1.82it/s]Capturing CUDA graph shapes:  94%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████▎      | 33/35 [00:18<00:01,  1.82it/s]Capturing CUDA graph shapes:  97%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋   | 34/35 [00:18<00:00,  1.83it/s]Capturing CUDA graph shapes: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 35/35 [00:19<00:00,  1.82it/s]Capturing CUDA graph shapes: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 35/35 [00:19<00:00,  1.79it/s]
INFO 12-06 23:32:26 [model_runner.py:1537] Graph capturing finished in 20 secs, took 0.24 GiB
INFO 12-06 23:32:26 [llm_engine.py:424] init engine (profile, create kv cache, warmup model) took 26.70 seconds
/opt/conda/lib/python3.11/site-packages/llamppl/util.py:8: RuntimeWarning: invalid value encountered in subtract
  return np.log(np.sum(np.exp(nums - m))) + m
[1/100] Artin|exercise_6_8_1 -> Kimina SMC equivalent? False
[2/100] Rudin|exercise_4_5a -> Kimina SMC equivalent? True
[3/100] Munkres|exercise_27_4 -> Kimina SMC equivalent? True
[4/100] Pugh|exercise_2_126 -> Kimina SMC equivalent? True
[5/100] Dummit-Foote|exercise_1_1_3 -> Kimina SMC equivalent? False
[6/100] Pugh|exercise_3_63b -> Kimina SMC equivalent? False
[7/100] Dummit-Foote|exercise_9_4_11 -> Kimina SMC equivalent? False
[8/100] Putnam|exercise_2000_a2 -> Kimina SMC equivalent? False
[9/100] Artin|exercise_3_5_6 -> Kimina SMC equivalent? False
[10/100] Putnam|exercise_2000_a2 -> Kimina SMC equivalent? False
[11/100] Munkres|exercise_27_4 -> Kimina SMC equivalent? True
[12/100] Dummit-Foote|exercise_9_4_2b -> Kimina SMC equivalent? True
[13/100] Herstein|exercise_2_1_27 -> Kimina SMC equivalent? True
[14/100] Ireland-Rosen|exercise_3_1 -> Kimina SMC equivalent? False
[15/100] Dummit-Foote|exercise_1_1_3 -> Kimina SMC equivalent? False
[16/100] Munkres|exercise_17_4 -> Kimina SMC equivalent? True
[17/100] Munkres|exercise_21_8 -> Kimina SMC equivalent? False
[18/100] Dummit-Foote|exercise_3_2_11 -> Kimina SMC equivalent? True
[19/100] Putnam|exercise_2010_a4 -> Kimina SMC equivalent? True
[20/100] Putnam|exercise_1998_a3 -> Kimina SMC equivalent? True
[21/100] Dummit-Foote|exercise_9_4_2d -> Kimina SMC equivalent? False
[22/100] Pugh|exercise_2_41 -> Kimina SMC equivalent? False
[23/100] Rudin|exercise_4_2a -> Kimina SMC equivalent? False
[24/100] Rudin|exercise_3_20 -> Kimina SMC equivalent? True
[25/100] Rudin|exercise_5_15 -> Kimina SMC equivalent? False
[26/100] Dummit-Foote|exercise_7_1_11 -> Kimina SMC equivalent? False
[27/100] Dummit-Foote|exercise_8_3_4 -> Kimina SMC equivalent? False
[28/100] Munkres|exercise_30_13 -> Kimina SMC equivalent? False
[29/100] Herstein|exercise_2_4_36 -> Kimina SMC equivalent? False
[30/100] Rudin|exercise_1_2 -> Kimina SMC equivalent? True
[31/100] Putnam|exercise_2000_a2 -> Kimina SMC equivalent? False
[32/100] Shakarchi|exercise_3_3 -> Kimina SMC equivalent? True
[33/100] Artin|exercise_6_8_1 -> Kimina SMC equivalent? False
[34/100] Dummit-Foote|exercise_7_1_11 -> Kimina SMC equivalent? False
[35/100] Herstein|exercise_2_1_27 -> Kimina SMC equivalent? True
[36/100] Rudin|exercise_3_22 -> Kimina SMC equivalent? False
[37/100] Shakarchi|exercise_3_22 -> Kimina SMC equivalent? True
[38/100] Dummit-Foote|exercise_1_6_17 -> Kimina SMC equivalent? False
[39/100] Rudin|exercise_1_11a -> Kimina SMC equivalent? True
[40/100] Rudin|exercise_3_22 -> Kimina SMC equivalent? False
[41/100] Munkres|exercise_23_2 -> Kimina SMC equivalent? True
[42/100] Munkres|exercise_23_9 -> Kimina SMC equivalent? False
[43/100] Herstein|exercise_5_2_20 -> Kimina SMC equivalent? False
[44/100] Munkres|exercise_27_4 -> Kimina SMC equivalent? True
[45/100] Ireland-Rosen|exercise_4_5 -> Kimina SMC equivalent? False
[46/100] Rudin|exercise_3_20 -> Kimina SMC equivalent? True
[47/100] Munkres|exercise_32_2b -> Kimina SMC equivalent? True
[48/100] Munkres|exercise_25_4 -> Kimina SMC equivalent? True
[49/100] Herstein|exercise_2_4_36 -> Kimina SMC equivalent? False
[50/100] Herstein|exercise_5_5_2 -> Kimina SMC equivalent? True
[51/100] Artin|exercise_2_2_9 -> Kimina SMC equivalent? True
[52/100] Rudin|exercise_2_27a -> Kimina SMC equivalent? False
[53/100] Rudin|exercise_1_13 -> Kimina SMC equivalent? True
[54/100] Munkres|exercise_26_11 -> Kimina SMC equivalent? True
[55/100] Putnam|exercise_1998_a3 -> Kimina SMC equivalent? True
[56/100] Dummit-Foote|exercise_2_4_4 -> Kimina SMC equivalent? False
[57/100] Shakarchi|exercise_1_19b -> Kimina SMC equivalent? False
[58/100] Axler|exercise_4_4 -> Kimina SMC equivalent? False
[59/100] Rudin|exercise_3_6a -> Kimina SMC equivalent? True
[60/100] Dummit-Foote|exercise_4_4_6a -> Kimina SMC equivalent? True
[61/100] Ireland-Rosen|exercise_1_27 -> Kimina SMC equivalent? True
[62/100] Munkres|exercise_27_4 -> Kimina SMC equivalent? True
[63/100] Rudin|exercise_1_11a -> Kimina SMC equivalent? True
[64/100] Ireland-Rosen|exercise_3_14 -> Kimina SMC equivalent? False
[65/100] Ireland-Rosen|exercise_18_4 -> Kimina SMC equivalent? False
[66/100] Putnam|exercise_1998_a3 -> Kimina SMC equivalent? True
[67/100] Herstein|exercise_2_11_6 -> Kimina SMC equivalent? False
[68/100] Herstein|exercise_2_11_6 -> Kimina SMC equivalent? False
[69/100] Artin|exercise_3_5_6 -> Kimina SMC equivalent? False
[70/100] Dummit-Foote|exercise_9_4_2b -> Kimina SMC equivalent? True
[71/100] Artin|exercise_13_4_10 -> Kimina SMC equivalent? False
[72/100] Rudin|exercise_3_20 -> Kimina SMC equivalent? True
[73/100] Munkres|exercise_25_4 -> Kimina SMC equivalent? True
[74/100] Munkres|exercise_32_1 -> Kimina SMC equivalent? False
[75/100] Artin|exercise_3_5_6 -> Kimina SMC equivalent? False
[76/100] Munkres|exercise_32_1 -> Kimina SMC equivalent? False
[77/100] Pugh|exercise_2_57 -> Kimina SMC equivalent? False
[78/100] Rudin|exercise_3_3 -> Kimina SMC equivalent? False
[79/100] Ireland-Rosen|exercise_4_5 -> Kimina SMC equivalent? False
[80/100] Munkres|exercise_13_4b1 -> Kimina SMC equivalent? False
[81/100] Rudin|exercise_5_15 -> Kimina SMC equivalent? False
[82/100] Rudin|exercise_4_2a -> Kimina SMC equivalent? False
[83/100] Munkres|exercise_29_10 -> Kimina SMC equivalent? False
[84/100] Rudin|exercise_4_5a -> Kimina SMC equivalent? True
[85/100] Artin|exercise_11_4_1b -> Kimina SMC equivalent? True
[86/100] Munkres|exercise_19_6a -> Kimina SMC equivalent? False
[87/100] Munkres|exercise_23_2 -> Kimina SMC equivalent? True
[88/100] Munkres|exercise_13_4b1 -> Kimina SMC equivalent? False
[89/100] Ireland-Rosen|exercise_5_37 -> Kimina SMC equivalent? False
[90/100] Dummit-Foote|exercise_7_1_15 -> Kimina SMC equivalent? False
[91/100] Herstein|exercise_2_4_36 -> Kimina SMC equivalent? True
[92/100] Herstein|exercise_2_1_27 -> Kimina SMC equivalent? True
[93/100] Herstein|exercise_4_6_3 -> Kimina SMC equivalent? True
[94/100] Artin|exercise_6_1_14 -> Kimina SMC equivalent? True
[95/100] Putnam|exercise_2017_b3 -> Kimina SMC equivalent? True
[96/100] Herstein|exercise_4_3_25 -> Kimina SMC equivalent? False
[97/100] Shakarchi|exercise_3_9 -> Kimina SMC equivalent? False
[98/100] Pugh|exercise_3_63b -> Kimina SMC equivalent? False
[99/100] Rudin|exercise_1_2 -> Kimina SMC equivalent? True
[100/100] Dummit-Foote|exercise_8_1_12 -> Kimina SMC equivalent? False
Saved SMC results to kimina_smc_beq_plus_results.json
44/100 equivalents.
sys:1: DeprecationWarning: builtin type swigvarlink has no __module__ attribute
[rank0]:[W1206 23:57:46.210705002 ProcessGroupNCCL.cpp:1479] Warning: WARNING: destroy_process_group() was not called before program exit, which can leak resources. For more info, please see https://pytorch.org/docs/stable/distributed.html#shutdown (function operator())
Exception ignored in: <function AsyncVirtualLM.__del__ at 0x767624d15300>
Traceback (most recent call last):
  File "/opt/conda/lib/python3.11/site-packages/genlm/backend/llm/vllm.py", line 240, in __del__
  File "/opt/conda/lib/python3.11/site-packages/genlm/backend/llm/vllm.py", line 246, in _cleanup_engine
  File "/opt/conda/lib/python3.11/site-packages/vllm/distributed/parallel_state.py", line 1209, in destroy_model_parallel
  File "/opt/conda/lib/python3.11/site-packages/vllm/distributed/parallel_state.py", line 799, in destroy
AttributeError: 'NoneType' object has no attribute 'destroy_process_group'
